"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|CZ","Actual Total Load [MW] - BZN|CZ"
"18.01.2022 20:00 - 18.01.2022 21:00","9342","9347"
"18.01.2022 21:00 - 18.01.2022 22:00","8848","8883"
"18.01.2022 22:00 - 18.01.2022 23:00","8419","8432"
"18.01.2022 23:00 - 19.01.2022 00:00","7982","7984"
"19.01.2022 00:00 - 19.01.2022 01:00","7676","7739"
"19.01.2022 01:00 - 19.01.2022 02:00","7717","7749"
"19.01.2022 02:00 - 19.01.2022 03:00","7652","7612"
"19.01.2022 03:00 - 19.01.2022 04:00","7622","7562"
"19.01.2022 04:00 - 19.01.2022 05:00","7772","7774"
"19.01.2022 05:00 - 19.01.2022 06:00","8308","8315"
"19.01.2022 06:00 - 19.01.2022 07:00","9401","9520"
"19.01.2022 07:00 - 19.01.2022 08:00","9925","10130"
"19.01.2022 08:00 - 19.01.2022 09:00","10060","10218"
"19.01.2022 09:00 - 19.01.2022 10:00","10198","10329"
"19.01.2022 10:00 - 19.01.2022 11:00","10162","10283"
"19.01.2022 11:00 - 19.01.2022 12:00","10108","10180"
"19.01.2022 12:00 - 19.01.2022 13:00","10101","10129"
"19.01.2022 13:00 - 19.01.2022 14:00","10033","9983"
"19.01.2022 14:00 - 19.01.2022 15:00","9793","9804"
"19.01.2022 15:00 - 19.01.2022 16:00","9772","9869"
"19.01.2022 16:00 - 19.01.2022 17:00","9838","10014"
"19.01.2022 17:00 - 19.01.2022 18:00","9998","10161"
"19.01.2022 18:00 - 19.01.2022 19:00","9786","9963"
"19.01.2022 19:00 - 19.01.2022 20:00","9711","9898"
"19.01.2022 20:00 - 19.01.2022 21:00","9398","9497"
"19.01.2022 21:00 - 19.01.2022 22:00","8895","9036"
"19.01.2022 22:00 - 19.01.2022 23:00","8451","8558"
"19.01.2022 23:00 - 20.01.2022 00:00","8012","8119"
"20.01.2022 00:00 - 20.01.2022 01:00","7705","7828"
"20.01.2022 01:00 - 20.01.2022 02:00","7694","7803"
"20.01.2022 02:00 - 20.01.2022 03:00","7578","7613"
"20.01.2022 03:00 - 20.01.2022 04:00","7533","7543"
"20.01.2022 04:00 - 20.01.2022 05:00","7667","7753"
"20.01.2022 05:00 - 20.01.2022 06:00","8201","8274"
"20.01.2022 06:00 - 20.01.2022 07:00","9318","9375"
"20.01.2022 07:00 - 20.01.2022 08:00","9830","9953"
"20.01.2022 08:00 - 20.01.2022 09:00","10017","10005"
"20.01.2022 09:00 - 20.01.2022 10:00","10179","10165"
"20.01.2022 10:00 - 20.01.2022 11:00","10137","10137"
"20.01.2022 11:00 - 20.01.2022 12:00","10100","10143"
"20.01.2022 12:00 - 20.01.2022 13:00","10135","10228"
"20.01.2022 13:00 - 20.01.2022 14:00","10102","10316"
"20.01.2022 14:00 - 20.01.2022 15:00","9911","10075"
"20.01.2022 15:00 - 20.01.2022 16:00","9925","10010"
"20.01.2022 16:00 - 20.01.2022 17:00","9950","10006"
"20.01.2022 17:00 - 20.01.2022 18:00","10048","10170"
"20.01.2022 18:00 - 20.01.2022 19:00","9820","10011"
"20.01.2022 19:00 - 20.01.2022 20:00","9734","9977"
"20.01.2022 20:00 - 20.01.2022 21:00","9433","9605"
"20.01.2022 21:00 - 20.01.2022 22:00","8934","9153"
"20.01.2022 22:00 - 20.01.2022 23:00","8499","8687"
"20.01.2022 23:00 - 21.01.2022 00:00","8077","8219"
"21.01.2022 00:00 - 21.01.2022 01:00","7718","7904"
"21.01.2022 01:00 - 21.01.2022 02:00","7773","7963"
"21.01.2022 02:00 - 21.01.2022 03:00","7717","7883"
"21.01.2022 03:00 - 21.01.2022 04:00","7703","7830"
"21.01.2022 04:00 - 21.01.2022 05:00","7870","8002"
"21.01.2022 05:00 - 21.01.2022 06:00","8357","8563"
"21.01.2022 06:00 - 21.01.2022 07:00","9407","9661"
"21.01.2022 07:00 - 21.01.2022 08:00","9920","10204"
"21.01.2022 08:00 - 21.01.2022 09:00","10085","10317"
"21.01.2022 09:00 - 21.01.2022 10:00","10264","10408"
"21.01.2022 10:00 - 21.01.2022 11:00","10245","10335"
"21.01.2022 11:00 - 21.01.2022 12:00","10175","10214"
"21.01.2022 12:00 - 21.01.2022 13:00","10201","10145"
"21.01.2022 13:00 - 21.01.2022 14:00","10148","10313"
"21.01.2022 14:00 - 21.01.2022 15:00","9945","10099"
"21.01.2022 15:00 - 21.01.2022 16:00","9940","10102"
"21.01.2022 16:00 - 21.01.2022 17:00","9893","10040"
"21.01.2022 17:00 - 21.01.2022 18:00","9927","10162"
"21.01.2022 18:00 - 21.01.2022 19:00","9663","9917"
"21.01.2022 19:00 - 21.01.2022 20:00","9547","9752"
"21.01.2022 20:00 - 21.01.2022 21:00","9221","9273"
"21.01.2022 21:00 - 21.01.2022 22:00","8709","8820"
"21.01.2022 22:00 - 21.01.2022 23:00","8239","8319"
"21.01.2022 23:00 - 22.01.2022 00:00","7817","7842"
"22.01.2022 00:00 - 22.01.2022 01:00","7259","7365"
"22.01.2022 01:00 - 22.01.2022 02:00","7169","7253"
"22.01.2022 02:00 - 22.01.2022 03:00","7157","7263"
"22.01.2022 03:00 - 22.01.2022 04:00","7142","7345"
"22.01.2022 04:00 - 22.01.2022 05:00","7179","7365"
"22.01.2022 05:00 - 22.01.2022 06:00","7286","7407"
"22.01.2022 06:00 - 22.01.2022 07:00","7629","7664"
"22.01.2022 07:00 - 22.01.2022 08:00","7938","7994"
"22.01.2022 08:00 - 22.01.2022 09:00","8242","8302"
"22.01.2022 09:00 - 22.01.2022 10:00","8735","8757"
"22.01.2022 10:00 - 22.01.2022 11:00","8945","9007"
"22.01.2022 11:00 - 22.01.2022 12:00","9041","9114"
"22.01.2022 12:00 - 22.01.2022 13:00","8918","8951"
"22.01.2022 13:00 - 22.01.2022 14:00","8815","8906"
"22.01.2022 14:00 - 22.01.2022 15:00","8602","8649"
"22.01.2022 15:00 - 22.01.2022 16:00","8562","8581"
"22.01.2022 16:00 - 22.01.2022 17:00","8520","8528"
"22.01.2022 17:00 - 22.01.2022 18:00","8621","8684"
"22.01.2022 18:00 - 22.01.2022 19:00","8493","8651"
"22.01.2022 19:00 - 22.01.2022 20:00","8366","8425"
"22.01.2022 20:00 - 22.01.2022 21:00","8140","8249"
"22.01.2022 21:00 - 22.01.2022 22:00","7763","7834"
"22.01.2022 22:00 - 22.01.2022 23:00","7497","7580"
"22.01.2022 23:00 - 23.01.2022 00:00","7185","7317"
"23.01.2022 00:00 - 23.01.2022 01:00","6943","6863"
"23.01.2022 01:00 - 23.01.2022 02:00","6864","6772"
"23.01.2022 02:00 - 23.01.2022 03:00","6901","6794"
"23.01.2022 03:00 - 23.01.2022 04:00","6914","6800"
"23.01.2022 04:00 - 23.01.2022 05:00","6931","6842"
"23.01.2022 05:00 - 23.01.2022 06:00","6957","6896"
"23.01.2022 06:00 - 23.01.2022 07:00","7184","7080"
"23.01.2022 07:00 - 23.01.2022 08:00","7450","7354"
"23.01.2022 08:00 - 23.01.2022 09:00","7746","7691"
"23.01.2022 09:00 - 23.01.2022 10:00","8305","8184"
"23.01.2022 10:00 - 23.01.2022 11:00","8617","8557"
"23.01.2022 11:00 - 23.01.2022 12:00","8814","8700"
"23.01.2022 12:00 - 23.01.2022 13:00","8667","8471"
"23.01.2022 13:00 - 23.01.2022 14:00","8634","8444"
"23.01.2022 14:00 - 23.01.2022 15:00","8526","8420"
"23.01.2022 15:00 - 23.01.2022 16:00","8555","8505"
"23.01.2022 16:00 - 23.01.2022 17:00","8547","8405"
"23.01.2022 17:00 - 23.01.2022 18:00","8618","8546"
"23.01.2022 18:00 - 23.01.2022 19:00","8635","8605"
"23.01.2022 19:00 - 23.01.2022 20:00","8562","8502"
"23.01.2022 20:00 - 23.01.2022 21:00","8386","8337"
"23.01.2022 21:00 - 23.01.2022 22:00","8027","7879"
"23.01.2022 22:00 - 23.01.2022 23:00","7858","7769"
"23.01.2022 23:00 - 24.01.2022 00:00","7581","7519"
"24.01.2022 00:00 - 24.01.2022 01:00","7429","7278"
"24.01.2022 01:00 - 24.01.2022 02:00","7471","7334"
"24.01.2022 02:00 - 24.01.2022 03:00","7378","7263"
"24.01.2022 03:00 - 24.01.2022 04:00","7330","7194"
"24.01.2022 04:00 - 24.01.2022 05:00","7478","7422"
"24.01.2022 05:00 - 24.01.2022 06:00","8031","7990"
"24.01.2022 06:00 - 24.01.2022 07:00","9147","9127"
"24.01.2022 07:00 - 24.01.2022 08:00","9704","9795"
"24.01.2022 08:00 - 24.01.2022 09:00","9939","9979"
"24.01.2022 09:00 - 24.01.2022 10:00","10131","10144"
"24.01.2022 10:00 - 24.01.2022 11:00","10142","10105"
"24.01.2022 11:00 - 24.01.2022 12:00","10130","10060"
"24.01.2022 12:00 - 24.01.2022 13:00","10174","10127"
"24.01.2022 13:00 - 24.01.2022 14:00","10175","10157"
"24.01.2022 14:00 - 24.01.2022 15:00","9954","9941"
"24.01.2022 15:00 - 24.01.2022 16:00","9947","9899"
"24.01.2022 16:00 - 24.01.2022 17:00","9888","9822"
"24.01.2022 17:00 - 24.01.2022 18:00","9951","9874"
"24.01.2022 18:00 - 24.01.2022 19:00","9754","9636"
"24.01.2022 19:00 - 24.01.2022 20:00","9665","9531"
"24.01.2022 20:00 - 24.01.2022 21:00","9343","9146"
"24.01.2022 21:00 - 24.01.2022 22:00","8856","8692"
"24.01.2022 22:00 - 24.01.2022 23:00","8419","8213"
"24.01.2022 23:00 - 25.01.2022 00:00","7974","7765"
"25.01.2022 00:00 - 25.01.2022 01:00","7686","7510"
"25.01.2022 01:00 - 25.01.2022 02:00","7713","7556"
"25.01.2022 02:00 - 25.01.2022 03:00","7627","7410"
"25.01.2022 03:00 - 25.01.2022 04:00","7580","7356"
"25.01.2022 04:00 - 25.01.2022 05:00","7710","7563"
"25.01.2022 05:00 - 25.01.2022 06:00","8240","8079"
"25.01.2022 06:00 - 25.01.2022 07:00","9326","9193"
"25.01.2022 07:00 - 25.01.2022 08:00","9838","9787"
"25.01.2022 08:00 - 25.01.2022 09:00","10038","9932"
"25.01.2022 09:00 - 25.01.2022 10:00","10198","10125"
"25.01.2022 10:00 - 25.01.2022 11:00","10190","10129"
"25.01.2022 11:00 - 25.01.2022 12:00","10151","10169"
"25.01.2022 12:00 - 25.01.2022 13:00","10175","10173"
"25.01.2022 13:00 - 25.01.2022 14:00","10142","10223"
"25.01.2022 14:00 - 25.01.2022 15:00","9950","9988"
"25.01.2022 15:00 - 25.01.2022 16:00","9945","9955"
"25.01.2022 16:00 - 25.01.2022 17:00","9872","9860"
"25.01.2022 17:00 - 25.01.2022 18:00","9943","9861"
"25.01.2022 18:00 - 25.01.2022 19:00","9724","9649"
"25.01.2022 19:00 - 25.01.2022 20:00","9633","9571"
"25.01.2022 20:00 - 25.01.2022 21:00","9308","9164"
"25.01.2022 21:00 - 25.01.2022 22:00","8796","8741"
"25.01.2022 22:00 - 25.01.2022 23:00","8365","8284"
"25.01.2022 23:00 - 26.01.2022 00:00","7924","7856"
"26.01.2022 00:00 - 26.01.2022 01:00","7597","7562"
"26.01.2022 01:00 - 26.01.2022 02:00","7633","7572"
"26.01.2022 02:00 - 26.01.2022 03:00","7544","7434"
"26.01.2022 03:00 - 26.01.2022 04:00","7503","7403"
"26.01.2022 04:00 - 26.01.2022 05:00","7649","7606"
"26.01.2022 05:00 - 26.01.2022 06:00","8190","8123"
"26.01.2022 06:00 - 26.01.2022 07:00","9267","9273"
"26.01.2022 07:00 - 26.01.2022 08:00","9793","9869"
"26.01.2022 08:00 - 26.01.2022 09:00","9957","9999"
"26.01.2022 09:00 - 26.01.2022 10:00","10140","10247"
"26.01.2022 10:00 - 26.01.2022 11:00","10110","10251"
"26.01.2022 11:00 - 26.01.2022 12:00","10049","10214"
"26.01.2022 12:00 - 26.01.2022 13:00","10072","10272"
"26.01.2022 13:00 - 26.01.2022 14:00","10034","10351"
"26.01.2022 14:00 - 26.01.2022 15:00","9807","10169"
"26.01.2022 15:00 - 26.01.2022 16:00","9789","10143"
"26.01.2022 16:00 - 26.01.2022 17:00","9743","10024"
"26.01.2022 17:00 - 26.01.2022 18:00","9902","10058"
"26.01.2022 18:00 - 26.01.2022 19:00","9686","9830"
"26.01.2022 19:00 - 26.01.2022 20:00","9613","9744"
"26.01.2022 20:00 - 26.01.2022 21:00","9313","9380"
"26.01.2022 21:00 - 26.01.2022 22:00","8835","8911"
"26.01.2022 22:00 - 26.01.2022 23:00","8393","8428"
"26.01.2022 23:00 - 27.01.2022 00:00","7955","8016"
"27.01.2022 00:00 - 27.01.2022 01:00","7676","7805"
"27.01.2022 01:00 - 27.01.2022 02:00","7708","7840"
"27.01.2022 02:00 - 27.01.2022 03:00","7620","7703"
"27.01.2022 03:00 - 27.01.2022 04:00","7588","7648"
"27.01.2022 04:00 - 27.01.2022 05:00","7738","7857"
"27.01.2022 05:00 - 27.01.2022 06:00","8284","8384"
"27.01.2022 06:00 - 27.01.2022 07:00","9379","9445"
"27.01.2022 07:00 - 27.01.2022 08:00","9899","9993"
"27.01.2022 08:00 - 27.01.2022 09:00","10050","10129"
"27.01.2022 09:00 - 27.01.2022 10:00","10201","10287"
"27.01.2022 10:00 - 27.01.2022 11:00","10171","10254"
"27.01.2022 11:00 - 27.01.2022 12:00","10109","10180"
"27.01.2022 12:00 - 27.01.2022 13:00","10119","10132"
"27.01.2022 13:00 - 27.01.2022 14:00","10090","10147"
"27.01.2022 14:00 - 27.01.2022 15:00","9902","10009"
"27.01.2022 15:00 - 27.01.2022 16:00","9932","10063"
"27.01.2022 16:00 - 27.01.2022 17:00","9915","9994"
"27.01.2022 17:00 - 27.01.2022 18:00","10022","10058"
"27.01.2022 18:00 - 27.01.2022 19:00","9783","9846"
"27.01.2022 19:00 - 27.01.2022 20:00","9676","9750"
"27.01.2022 20:00 - 27.01.2022 21:00","9348","9376"
"27.01.2022 21:00 - 27.01.2022 22:00","8846","8868"
"27.01.2022 22:00 - 27.01.2022 23:00","8385","8404"
"27.01.2022 23:00 - 28.01.2022 00:00","7929","7945"
"28.01.2022 00:00 - 28.01.2022 01:00","7600","7557"
"28.01.2022 01:00 - 28.01.2022 02:00","7636","7658"
"28.01.2022 02:00 - 28.01.2022 03:00","7578","7550"
"28.01.2022 03:00 - 28.01.2022 04:00","7540","7471"
"28.01.2022 04:00 - 28.01.2022 05:00","7680","7652"
"28.01.2022 05:00 - 28.01.2022 06:00","8193","8158"
"28.01.2022 06:00 - 28.01.2022 07:00","9219","9214"
"28.01.2022 07:00 - 28.01.2022 08:00","9714","9696"
"28.01.2022 08:00 - 28.01.2022 09:00","9904","9885"
"28.01.2022 09:00 - 28.01.2022 10:00","10104","10076"
"28.01.2022 10:00 - 28.01.2022 11:00","10099","10115"
"28.01.2022 11:00 - 28.01.2022 12:00","10023","10095"
"28.01.2022 12:00 - 28.01.2022 13:00","10021","10053"
"28.01.2022 13:00 - 28.01.2022 14:00","9959","10118"
"28.01.2022 14:00 - 28.01.2022 15:00","9732","9768"
"28.01.2022 15:00 - 28.01.2022 16:00","9704","9736"
"28.01.2022 16:00 - 28.01.2022 17:00","9641","9549"
"28.01.2022 17:00 - 28.01.2022 18:00","9738","9634"
"28.01.2022 18:00 - 28.01.2022 19:00","9466","9401"
"28.01.2022 19:00 - 28.01.2022 20:00","9344","9294"
"28.01.2022 20:00 - 28.01.2022 21:00","9020","8826"
"28.01.2022 21:00 - 28.01.2022 22:00","8514","8396"
"28.01.2022 22:00 - 28.01.2022 23:00","8048","7878"
"28.01.2022 23:00 - 29.01.2022 00:00","7626","7513"
"29.01.2022 00:00 - 29.01.2022 01:00","7048","7070"
"29.01.2022 01:00 - 29.01.2022 02:00","6986","6932"
"29.01.2022 02:00 - 29.01.2022 03:00","6982","6946"
"29.01.2022 03:00 - 29.01.2022 04:00","6988","7009"
"29.01.2022 04:00 - 29.01.2022 05:00","7058","7079"
"29.01.2022 05:00 - 29.01.2022 06:00","7167","7180"
"29.01.2022 06:00 - 29.01.2022 07:00","7473","7473"
"29.01.2022 07:00 - 29.01.2022 08:00","7778","7856"
"29.01.2022 08:00 - 29.01.2022 09:00","8150","8179"
"29.01.2022 09:00 - 29.01.2022 10:00","8557","8679"
"29.01.2022 10:00 - 29.01.2022 11:00","8802","8992"
"29.01.2022 11:00 - 29.01.2022 12:00","8945","9166"
"29.01.2022 12:00 - 29.01.2022 13:00","8871","9036"
"29.01.2022 13:00 - 29.01.2022 14:00","8809","9051"
"29.01.2022 14:00 - 29.01.2022 15:00","8642","8795"
"29.01.2022 15:00 - 29.01.2022 16:00","8625","8720"
"29.01.2022 16:00 - 29.01.2022 17:00","8517","8541"
"29.01.2022 17:00 - 29.01.2022 18:00","8461","8631"
"29.01.2022 18:00 - 29.01.2022 19:00","8302","8607"
"29.01.2022 19:00 - 29.01.2022 20:00","8151","8314"
"29.01.2022 20:00 - 29.01.2022 21:00","7908","8091"
"29.01.2022 21:00 - 29.01.2022 22:00","7529","7664"
"29.01.2022 22:00 - 29.01.2022 23:00","7249","7369"
"29.01.2022 23:00 - 30.01.2022 00:00","6935","7008"
"30.01.2022 00:00 - 30.01.2022 01:00","6580","6477"
"30.01.2022 01:00 - 30.01.2022 02:00","6493","6371"
"30.01.2022 02:00 - 30.01.2022 03:00","6529","6402"
"30.01.2022 03:00 - 30.01.2022 04:00","6546","6385"
"30.01.2022 04:00 - 30.01.2022 05:00","6598","6435"
"30.01.2022 05:00 - 30.01.2022 06:00","6646","6549"
"30.01.2022 06:00 - 30.01.2022 07:00","6869","6745"
"30.01.2022 07:00 - 30.01.2022 08:00","7105","7046"
"30.01.2022 08:00 - 30.01.2022 09:00","7551","7399"
"30.01.2022 09:00 - 30.01.2022 10:00","8029","7970"
"30.01.2022 10:00 - 30.01.2022 11:00","8354","8388"
"30.01.2022 11:00 - 30.01.2022 12:00","8435","8490"
"30.01.2022 12:00 - 30.01.2022 13:00","8270","8321"
"30.01.2022 13:00 - 30.01.2022 14:00","8194","8269"
"30.01.2022 14:00 - 30.01.2022 15:00","8043","8178"
"30.01.2022 15:00 - 30.01.2022 16:00","8058","8265"
"30.01.2022 16:00 - 30.01.2022 17:00","8033","8152"
"30.01.2022 17:00 - 30.01.2022 18:00","8350","8348"
"30.01.2022 18:00 - 30.01.2022 19:00","8351","8497"
"30.01.2022 19:00 - 30.01.2022 20:00","8296","8400"
"30.01.2022 20:00 - 30.01.2022 21:00","8136","8221"
"30.01.2022 21:00 - 30.01.2022 22:00","7808","7793"
"30.01.2022 22:00 - 30.01.2022 23:00","7652","7708"
"30.01.2022 23:00 - 31.01.2022 00:00","7400","7452"
"31.01.2022 00:00 - 31.01.2022 01:00","7245","7222"
"31.01.2022 01:00 - 31.01.2022 02:00","7313","7254"
"31.01.2022 02:00 - 31.01.2022 03:00","7233","7153"
"31.01.2022 03:00 - 31.01.2022 04:00","7210","7066"
"31.01.2022 04:00 - 31.01.2022 05:00","7372","7286"
"31.01.2022 05:00 - 31.01.2022 06:00","7932","7853"
"31.01.2022 06:00 - 31.01.2022 07:00","9065","9026"
"31.01.2022 07:00 - 31.01.2022 08:00","9615","9602"
"31.01.2022 08:00 - 31.01.2022 09:00","9788","9867"
"31.01.2022 09:00 - 31.01.2022 10:00","9979","10059"
"31.01.2022 10:00 - 31.01.2022 11:00","9972","10019"
"31.01.2022 11:00 - 31.01.2022 12:00","10005","9979"
"31.01.2022 12:00 - 31.01.2022 13:00","10095","10021"
"31.01.2022 13:00 - 31.01.2022 14:00","10087","10120"
"31.01.2022 14:00 - 31.01.2022 15:00","9873","9937"
"31.01.2022 15:00 - 31.01.2022 16:00","9851","9896"
"31.01.2022 16:00 - 31.01.2022 17:00","9753","9738"
"31.01.2022 17:00 - 31.01.2022 18:00","9901","9810"
"31.01.2022 18:00 - 31.01.2022 19:00","9673","9602"
"31.01.2022 19:00 - 31.01.2022 20:00","9589","9463"
"31.01.2022 20:00 - 31.01.2022 21:00","9258","9129"
"31.01.2022 21:00 - 31.01.2022 22:00","8768","8699"
"31.01.2022 22:00 - 31.01.2022 23:00","8302","8236"
"31.01.2022 23:00 - 01.02.2022 00:00","7840","7810"
"01.02.2022 00:00 - 01.02.2022 01:00","7570","7543"
"01.02.2022 01:00 - 01.02.2022 02:00","7604","7582"
"01.02.2022 02:00 - 01.02.2022 03:00","7531","7417"
"01.02.2022 03:00 - 01.02.2022 04:00","7492","7385"
"01.02.2022 04:00 - 01.02.2022 05:00","7636","7603"
"01.02.2022 05:00 - 01.02.2022 06:00","8186","8132"
"01.02.2022 06:00 - 01.02.2022 07:00","9280","9298"
"01.02.2022 07:00 - 01.02.2022 08:00","9809","9816"
"01.02.2022 08:00 - 01.02.2022 09:00","9975","9960"
"01.02.2022 09:00 - 01.02.2022 10:00","10144","10191"
"01.02.2022 10:00 - 01.02.2022 11:00","10122","10152"
"01.02.2022 11:00 - 01.02.2022 12:00","10103","10168"
"01.02.2022 12:00 - 01.02.2022 13:00","10160","10145"
"01.02.2022 13:00 - 01.02.2022 14:00","10147","10201"
"01.02.2022 14:00 - 01.02.2022 15:00","9951","9977"
"01.02.2022 15:00 - 01.02.2022 16:00","9976","9895"
"01.02.2022 16:00 - 01.02.2022 17:00","9889","9838"
"01.02.2022 17:00 - 01.02.2022 18:00","9976","9993"
"01.02.2022 18:00 - 01.02.2022 19:00","9755","9704"
"01.02.2022 19:00 - 01.02.2022 20:00","9663","9598"
"01.02.2022 20:00 - 01.02.2022 21:00","9317","9323"
"01.02.2022 21:00 - 01.02.2022 22:00","8805","8825"
"01.02.2022 22:00 - 01.02.2022 23:00","8337","8389"
"01.02.2022 23:00 - 02.02.2022 00:00","7874","7974"
"02.02.2022 00:00 - 02.02.2022 01:00","7544","7639"
"02.02.2022 01:00 - 02.02.2022 02:00","7564","7627"
"02.02.2022 02:00 - 02.02.2022 03:00","7447","7419"
"02.02.2022 03:00 - 02.02.2022 04:00","7404","7360"
"02.02.2022 04:00 - 02.02.2022 05:00","7557","7540"
"02.02.2022 05:00 - 02.02.2022 06:00","8093","8094"
"02.02.2022 06:00 - 02.02.2022 07:00","9194","9139"
"02.02.2022 07:00 - 02.02.2022 08:00","9705","9702"
"02.02.2022 08:00 - 02.02.2022 09:00","9936","9878"
"02.02.2022 09:00 - 02.02.2022 10:00","10110","10038"
"02.02.2022 10:00 - 02.02.2022 11:00","10067","10040"
"02.02.2022 11:00 - 02.02.2022 12:00","10007","9970"
"02.02.2022 12:00 - 02.02.2022 13:00","10008","9990"
"02.02.2022 13:00 - 02.02.2022 14:00","9977","9968"
"02.02.2022 14:00 - 02.02.2022 15:00","9776","9742"
"02.02.2022 15:00 - 02.02.2022 16:00","9760","9698"
"02.02.2022 16:00 - 02.02.2022 17:00","9699","9638"
"02.02.2022 17:00 - 02.02.2022 18:00","9888","9779"
"02.02.2022 18:00 - 02.02.2022 19:00","9643","9515"
"02.02.2022 19:00 - 02.02.2022 20:00","9540","9442"
"02.02.2022 20:00 - 02.02.2022 21:00","9224","9156"
"02.02.2022 21:00 - 02.02.2022 22:00","8742","8684"
"02.02.2022 22:00 - 02.02.2022 23:00","8286","8288"
"02.02.2022 23:00 - 03.02.2022 00:00","7848","7868"
"03.02.2022 00:00 - 03.02.2022 01:00","7567","7549"
"03.02.2022 01:00 - 03.02.2022 02:00","7606","7535"
"03.02.2022 02:00 - 03.02.2022 03:00","7506","7414"
"03.02.2022 03:00 - 03.02.2022 04:00","7476","7382"
"03.02.2022 04:00 - 03.02.2022 05:00","7618","7606"
"03.02.2022 05:00 - 03.02.2022 06:00","8159","8142"
"03.02.2022 06:00 - 03.02.2022 07:00","9223","9251"
"03.02.2022 07:00 - 03.02.2022 08:00","9742","9773"
"03.02.2022 08:00 - 03.02.2022 09:00","9895","9840"
"03.02.2022 09:00 - 03.02.2022 10:00","10035","9904"
"03.02.2022 10:00 - 03.02.2022 11:00","9954","9802"
"03.02.2022 11:00 - 03.02.2022 12:00","9890","9719"
"03.02.2022 12:00 - 03.02.2022 13:00","9909","9745"
"03.02.2022 13:00 - 03.02.2022 14:00","9905","9759"
"03.02.2022 14:00 - 03.02.2022 15:00","9741","9576"
"03.02.2022 15:00 - 03.02.2022 16:00","9717","9538"
"03.02.2022 16:00 - 03.02.2022 17:00","9636","9491"
"03.02.2022 17:00 - 03.02.2022 18:00","9779","9655"
"03.02.2022 18:00 - 03.02.2022 19:00","9532","9372"
"03.02.2022 19:00 - 03.02.2022 20:00","9442","9258"
"03.02.2022 20:00 - 03.02.2022 21:00","9155","8980"
"03.02.2022 21:00 - 03.02.2022 22:00","8656","8516"
"03.02.2022 22:00 - 03.02.2022 23:00","8214","8114"
"03.02.2022 23:00 - 04.02.2022 00:00","7772","7728"
"04.02.2022 00:00 - 04.02.2022 01:00","7397","7387"
"04.02.2022 01:00 - 04.02.2022 02:00","7414","7460"
"04.02.2022 02:00 - 04.02.2022 03:00","7350","7344"
"04.02.2022 03:00 - 04.02.2022 04:00","7326","7261"
"04.02.2022 04:00 - 04.02.2022 05:00","7456","7419"
"04.02.2022 05:00 - 04.02.2022 06:00","7946","7889"
"04.02.2022 06:00 - 04.02.2022 07:00","8977","8820"
"04.02.2022 07:00 - 04.02.2022 08:00","9466","9330"
"04.02.2022 08:00 - 04.02.2022 09:00","9669","9559"
"04.02.2022 09:00 - 04.02.2022 10:00","9857","9807"
"04.02.2022 10:00 - 04.02.2022 11:00","9887","9782"
"04.02.2022 11:00 - 04.02.2022 12:00","9838","9816"
"04.02.2022 12:00 - 04.02.2022 13:00","9808","9796"
"04.02.2022 13:00 - 04.02.2022 14:00","9727","9800"
"04.02.2022 14:00 - 04.02.2022 15:00","9531","9537"
"04.02.2022 15:00 - 04.02.2022 16:00","9496","9501"
"04.02.2022 16:00 - 04.02.2022 17:00","9367","9442"
"04.02.2022 17:00 - 04.02.2022 18:00","9430","9513"
"04.02.2022 18:00 - 04.02.2022 19:00","9153","9216"
"04.02.2022 19:00 - 04.02.2022 20:00","9038","8985"
"04.02.2022 20:00 - 04.02.2022 21:00","8742","8614"
"04.02.2022 21:00 - 04.02.2022 22:00","8241","8155"
"04.02.2022 22:00 - 04.02.2022 23:00","7817","7688"
"04.02.2022 23:00 - 05.02.2022 00:00","7389","7276"
"05.02.2022 00:00 - 05.02.2022 01:00","6824","6859"
"05.02.2022 01:00 - 05.02.2022 02:00","6750","6771"
"05.02.2022 02:00 - 05.02.2022 03:00","6744","6785"
"05.02.2022 03:00 - 05.02.2022 04:00","6769","6845"
"05.02.2022 04:00 - 05.02.2022 05:00","6844","6913"
"05.02.2022 05:00 - 05.02.2022 06:00","6972","7002"
"05.02.2022 06:00 - 05.02.2022 07:00","7286","7317"
"05.02.2022 07:00 - 05.02.2022 08:00","7617","7625"
"05.02.2022 08:00 - 05.02.2022 09:00","8048","7957"
"05.02.2022 09:00 - 05.02.2022 10:00","8450","8399"
"05.02.2022 10:00 - 05.02.2022 11:00","8622","8651"
"05.02.2022 11:00 - 05.02.2022 12:00","8694","8662"
"05.02.2022 12:00 - 05.02.2022 13:00","8569","8614"
"05.02.2022 13:00 - 05.02.2022 14:00","8456","8578"
"05.02.2022 14:00 - 05.02.2022 15:00","8212","8337"
"05.02.2022 15:00 - 05.02.2022 16:00","8156","8278"
"05.02.2022 16:00 - 05.02.2022 17:00","8102","8141"
"05.02.2022 17:00 - 05.02.2022 18:00","8363","8353"
"05.02.2022 18:00 - 05.02.2022 19:00","8249","8359"
"05.02.2022 19:00 - 05.02.2022 20:00","8128","8146"
